timestamp,title,price,link,website
04/11/2021 00:38:34,LEGO Star Wars Advent Calendar,$37.99,https://www.costco.com/lego-star-wars-advent-calendar.product.100786474.html,costco
04/11/2021 00:38:36,Mega Bloks - Build 'n Learn Table,$29.99,www.bestbuy.com/site/mega-bloks-build-n-learn-table/6247282.p?skuId=6247282,bestbuy
